arterycode,match_on_case,artery_type,location,direction,sideofint
24282,1,1,ROBINA AVE N/B S OF JESMOND AVE,Northbound,S
24283,1,1,WILIAM CRAGG DR W/B W OF TUMPANE ST,Westbound,W
24284,1,1,WILLIAM CRAIGG DR W/B W OF PALAMAR RD,Westbound,W
24285,1,1,WILLIAM CRAGG DR W/B W OF SMALLWOOD DR,Westbound,W
24286,1,1,CODSELL AVE E/B W OF MAXWELL ST,Eastbound,W
24287,1,1,PARKWAY FOREST DR S/B S OF VIRGO STARWAY,Southbound,S
24288,1,1,EVANSTON DR S/B S OF ARLSTAN DR,Southbound,S
24289,1,1,EVANSTON DR N/B N OF PURDON DR,Northbound,N
24290,1,1,CABOTTI CRES S/B S OF EVANSTON DR,Southbound,S
24291,1,1,DUNCAIRN RD S/B S OF ADDISON CRES,Southbound,S
24292,1,1,BROOKDALE AVE E/B E OF BARSE ST,Eastbound,E
24293,2,1,WOBURN AVE W/B E OF GREY RD,Westbound,E
24294,1,1,DUNCAIRN RD W/B W OF BERKINSHAW CRES,Westbound,W
24295,6,2,LANSDOWNE AVE AT RIDEAU AVE,,
24296,6,2,SCRIVENER SQ AT YONGE ST (PX 1945),,
24297,1,1,BULWER ST E/B E OF SPADINA AVE,Eastbound,E
24298,1,1,BERMONDSEY RD N/B S OF SUNRISE AVE,Northbound,S
24299,1,1,BERMONDSEY RD S/B N OF SUNRISE AVE,Southbound,N
24300,1,1,BERMONDSEY RD N/B S OF BARTLEY DR,Northbound,S
24301,1,1,BERMONDSEY RD S/B N OF BARTLEY DR,Southbound,N
24302,1,1,BERMONDSEY RD N/B S OF EGLINTON AVE,Northbound,S
24303,1,1,ROSEWELL AVE S/B S OF LAWRENCE AVE W,Southbound,S
24304,1,1,GLEN RUSH BLVD S/B S OF SHELBORNE AVE,Southbound,S
24305,1,1,ROSEWELL AVE N/B S OF LAWRENCE AVE W,Northbound,S
24306,1,1,GLENCAIRN AVE W/B W OF AVENUE RD,Westbound,W
24307,1,1,CALVINGTON DR E/B W OF EXBURY RD,Eastbound,W
24308,1,1,GLEN RUSH BLVD S/B N OF GLENGROVE AVE,Southbound,N
24310,1,1,CASTELFIELD AVE W/B W OF AVENUE RD,Westbound,W
24311,1,1,BRIAR HILL AVE E/B E OF MONA DR,Eastbound,E
24312,1,1,CASTLEFIELD AVE E/B E OF CASTLEWOOD RD,Eastbound,E
24313,1,1,CALVINGTON DR E/B W OF FORTHBRIDGE CRES,Eastbound,W
24314,1,1,CASTLEFIELD AVE W/B E OF CHAPLIN CRES,Westbound,E
24315,1,1,BOLINGBROKE RD S/B S OF LAWRENCE AVE W,Southbound,S
24316,1,1,CALAIS AVE S/B S OF RICHARD CLARK DR,Southbound,S
24317,1,1,BOLINGBROKE RD S/B S OF CORK AVE,Southbound,S
24318,1,1,VICTORIA PARK AVE N/B N OF NAVAHO DR,Northbound,N
24321,1,1,MARTIN GROVE RD N/B N OF BLOOR ST,Northbound,N
24322,1,1,MARTIN GROVE RD S/B N OF BLOOR ST,Southbound,N
24323,1,1,MARTIN GROVE RD SB N OF GOSWELL RD,Southbound,N
24324,1,1,MARTIN GROVE RD S/B N OF PRINCESS MARGARET BLVD,Southbound,N
24325,1,1,MARTIN GROVE RD N/B S OF WINTERTON DR,Northbound,S
24327,2,1,MARTIN GROVE RD S/B N OF WINTERTON DR,Southbound,N
24330,1,1,MARTIN GROVE RD S/B N OF HIGHWAY 409 N TCS,Southbound,N
24331,1,1,MARTIN GROVE RD N/B S OF BELFIELD RD,Northbound,S
24332,1,1,MARTIN GROVE RD S/B N OF BELFIELD RD,Southbound,N
24333,2,1,HUMBER BLVD N/B S OF WESTON RD,Northbound,S
24335,1,1,MARTIN GROVE RD N/B S OF REXDALE BLVD,Northbound,S
24336,1,1,MARTIN GROVE RD N/B S OF MILKWOOD RD,Northbound,S
24337,1,1,MARTIN GROVE RD S/B N OF MILKWOOD RD,Southbound,N
24338,1,1,BLACK CREEK DR N/B S OF TODD BAYLIS BLVD,Northbound,S
24339,1,1,BLACK CREEK DR S/B N OF TODD BAYLIS BLVD,Southbound,N
24341,1,1,STRATHMORE BLVD E/B E OF GLEBEMOUNT AVE,Eastbound,E
24342,1,1,STRATHMORE BLVD W/B E OF GLEBEMOUNT AVE,Westbound,E
24343,1,1,CHISHOLM AVENUE N/B N OF GATWICK AVE,Northbound,N
24344,1,1,CHISHOLM AVE N/B S OF NEWMARKET AVE,Northbound,S
24346,1,1,CHISHOLM AVE S/B N OF HARRIS AVE,Southbound,N
24347,1,1,PHOEBE ST E/B W OF SOHO ST,Eastbound,W
24348,1,1,PHOEBE ST E/B W OF BEVERLEY,Eastbound,W
24349,1,1,SOHO ST N/B S OF PHOEBE ST,Northbound,S
24351,1,1,KINGSTON RD E/B W OF PARKCREST DR,Eastbound,W
24352,1,1,KINGSTON RD W/B E OF LOCHLEVEN DR,Westbound,E
24354,1,1,KINGSTON RD W/B E OF BELLAMY RD,Westbound,E
24355,1,1,KINGSTON RD E/B W OF BROOKLAWN AVE,Eastbound,W
24357,1,1,BELMONT ST E/B W OF MCMURRICH ST,Eastbound,W
24358,1,1,BELMONT ST E/B E OF MC MURRICH ST,Eastbound,E
24359,1,1,CHISHOLM AVE N/B N OF NEWMARKET AVE,Northbound,N
24360,1,1,CHISHOLM AVE N/B N OF DANFORTH AVE,Northbound,N
24361,1,1,PHOEBE ST E/B E OF SPADINA AVE,Eastbound,E
24362,3,1,SOHO ST N/B N OF QUEEN ST W,Northbound,N
24364,1,1,KENWOOD AVE N/B N OF ST CLAIR AVE W,Northbound,N
24365,1,1,STRATHMORE BLVD W/B W OF WOODBINE AVE,Westbound,W
24366,1,1,ALDRIDGE AVE N/B N OF MURDOCK AVE,Northbound,N
24367,1,1,CHISHOLM AVE S/B N OF NEWMARKET AVE,Southbound,N
24368,1,1,CHISHOLM AVE S/B N OF GTS AVE,Southbound,N
24369,1,1,CHISHOLM AVE N/B S OF GTS AVE,Northbound,S
24370,1,1,PHOEBE ST W/B E OF HURON ST,Westbound,E
24371,1,1,SOHO ST S/B N OF BULWER ST,Southbound,N
24372,1,1,BELMONT ST W/B E OF MC MURRICH ST,Westbound,E
24373,1,1,ALDRIDGE AVE S/B N OF MURDOCK AVE,Southbound,N
24374,1,1,CHISHOLM AVE S/B N OF DANFORTH AVE,Southbound,N
24375,1,1,PHOEBE ST W/B E OF SPADINA AVE,Westbound,E
24376,3,1,SOHO ST S/B N OF QUEEN ST W,Southbound,N
24377,1,1,KENWOOD AVE S/B N OF ST CLAIR AVE W,Southbound,N
24378,1,1,STRATHMORE BLVD E/B W OF WOODBINE AVE,Eastbound,W
24379,1,1,CHISHOLM AVE S/B N OF GATWICK AVE,Southbound,N
24381,1,1,OLD LESLIE ST W/B W OF OLD LESLIE ST,Westbound,W
24382,1,1,OLD LESLIE ST E/B E OF OLD LESLIE ST,Eastbound,E
24383,1,1,VICTORIA PARK AVE S/B S OF MCNICOLL AVE,Southbound,S
24384,1,1,MILLWOOD RD E/B E OF DONEGALL DR,Eastbound,E
24385,2,1,MONTGOMERY AVE E/B E OF EDITH DR,Eastbound,E
24386,1,1,HELENDALE AVE E/B W OF DUPLEX AVE,Eastbound,W
24387,1,1,VICTORIA PARK AVE N/B S OF NAVAHO DR,Northbound,S
24388,1,1,CONVAIR DR E/B E OF RENFORTH DR,Eastbound,E
24389,12,1,WHITMAN ST S/B S OF STEELES AVE,Southbound,S
24390,12,1,WHITMAN ST N/B S OF STEELES AVE,Northbound,S
24391,1,1,KINGSTON RD E/B W OF ST AUGUSTINE SEMINARY,Eastbound,W
24392,1,1,KINGSTON RD W/B E OF ST AUGUSTINE SEMINARY,Westbound,E
24394,1,1,CARLAW AVE S/B N OF QUEEN ST,Southbound,N
24396,1,1,CARLAW AVE N/B S OF DUNDAS ST,Northbound,S
24400,1,1,CARLAW AVE S/B N OF DANFORTH AVE,Southbound,N
24401,1,1,CARLAW AVE N/B S OF DANFORTH AVE,Northbound,S
24402,1,1,CARLAW AVE S/B S OF DANFORTH AVE,Southbound,S
24403,1,1,YARDLEY AVE N/B S OF O CONNOR DR,Northbound,S
24404,1,1,CHERRY ST S/B N OF MILL ST,Southbound,N
24405,2,1,CHERRY ST N/B S OF MILL ST,Northbound,S
24406,1,1,SLOANE AVE S/B N OF EGLINTON AVE,Southbound,N
24407,1,1,CHERRY ST S/B N OF FRONT ST,Southbound,N
24408,1,1,SLOANE AVE E/B W OF VICTORIA PARK,Eastbound,W
24409,1,1,SLOANE AVE W/B W OF VICTORIA PARK AVE,Westbound,W
24410,1,1,CHERRY ST N/B S OF FRONT ST,Northbound,S
24411,1,1,CHERRY ST N/B S OF EASTERN AVE,Northbound,S
24412,1,1,DAWES RD E/B W OF PHARMACY AVE,Eastbound,W
24413,12,1,CHERRY ST S/B N OF EASTERN AVE,Southbound,N
24414,2,1,DAWES RD S/B N OF FERRIS RD,Southbound,N
24415,1,1,SUMACH ST S/B S OF QUEEN ST,Southbound,S
24416,1,1,DAWES RD E/B W OF VICTORIA PARK AVE,Eastbound,W
24417,1,1,DAWES RD N/B S OF GOWER ST,Northbound,S
24418,1,1,SUMACH ST S/B N OF QUEEN ST,Southbound,N
24419,2,1,DAWES RD S/B N OF GOWER ST,Southbound,N
24420,2,1,DAWES RD N/B S OF CRESENT TOWN RD,Northbound,S
24421,2,1,DAWES RD S/B N OF CRESENT TOWN RD,Southbound,N
24422,1,1,DAWES RD N/B S OF SECORD AVE,Northbound,S
24423,1,1,DAWES RD S/B N OF SECORD AVE,Southbound,N
24424,1,1,DAWES RD N/B S OF DANFORTH AVE,Northbound,S
24425,1,1,CHERRY ST S/B N OF LAKE SHORE BLVD W TCS,Southbound,N
24426,1,1,DAWES RD S/B N OF DANFORTH AVE,Southbound,N
24427,1,1,CHERRY ST N/B N OF LAKE SHORE BLVD W TCS,Northbound,N
24428,1,1,GLENCAIRN AVE E/B W OF AVENUE RD,Eastbound,W
24430,1,1,GLENCAIRN AVE E/B W OF BATHURST ST,Eastbound,W
24431,1,1,GLENCAIRN AVE E/B W OF MARLEE AVE,Eastbound,W
24432,1,1,GLENCAIRN AVE W/B E OF MARLEE,Westbound,E
24433,1,1,GLENCAIRN AVE W/B E OF DUFFERIN ST,Westbound,E
24434,1,1,MAIN ST S/B N OF KINGSTON RD,Southbound,N
24435,1,1,MAIN ST N/B S OF KINGSTON RD,Northbound,S
24436,1,1,MAIN ST N/B S OF GERRARD ST,Northbound,S
24437,1,1,MAIN ST S/B N OF LUMSDEN AVE,Southbound,N
24438,1,1,MAIN ST N/B S OF LUMSDEN AVE,Northbound,S
24439,1,1,LUMSDEN AVE E/B W OF MAIN ST,Eastbound,W
24440,1,1,LUMSDEN AVE W/B E OF MAIN ST,Westbound,E
24441,1,1,GARYRAY DR E/B W OF WESTON RD,Eastbound,W
24442,1,1,GARYRAY DR W/B E OF WESTON RD,Westbound,E
24444,1,1,GARYRAY DR E/B W OF NORELCO DR,Eastbound,W
24445,1,1,GARYRAY DR W/B W OF NORELCO DR,Westbound,W
24446,1,1,GORDON BAKER RE E/B E OF PHARMACY AVE,Eastbound,E
24447,1,1,GORDON BAKER RD W/B W OF PHARMACY AVE,Westbound,W
24448,1,1,LESMILL RD S/B N OF YORK MILLS RD,Southbound,N
24449,1,1,LESMILL RD N/B N OF YORK MILLS RD,Northbound,N
24450,1,1,CHESSWOOD DR S/B N OF SHEPPARD AVE W,Southbound,N
24451,1,1,CHESSWOOD DR N/B N OF SHEPPARD AVE W,Northbound,N
24452,1,1,CHESSWOOD DR N/B S OF FINCH AVE,Northbound,S
24454,1,1,CHESSWOOD DR S/B N OF CHAMPAGNE DR,Southbound,N
24455,1,1,MEADOWACRES DR W/B E OF VICTORIA PARK AVE,Westbound,E
24456,1,1,CONSUMERS RD W/B E OF HALLCROWN PLACE,Westbound,E
24457,1,1,CONSUMERS RD E/B W OF VICTORIA PARK AVE,Eastbound,W
24458,1,1,CONSUMERS RD W/B E OF PARKWAY PLACE,Westbound,E
24459,1,1,CONSUMERS RD E/B W OF PARKWAY PLACE,Eastbound,W
24460,2,1,YORKLAND RD N/B S OF SHEPPARD AVE E,Northbound,S
24461,2,1,YORKLAND RD S/B N OF HERONS HILL WAY,Southbound,N
24462,1,1,YORKLAND RD N/B S OF HERONS HILL WAY,Northbound,S
24463,1,1,CASTLEFIELD AVE W/B W OF YONGE ST,Westbound,W
24464,1,1,CASTLEFIELD AVE E/B W OF YONGE ST,Eastbound,W
24465,3,1,CASTLEFIELD AVE E/B W OF DUPLEX AVE,Eastbound,W
24466,2,1,ROSELAWN AVE E/B W OF MARLEE AVE,Eastbound,W
24467,1,1,CASTLEFIELD AVE E/B W OF DUFFERIN ST,Eastbound,W
24469,1,1,CASTLEFIELD AVE W/B E OF DUFFERIN ST,Westbound,E
24470,1,1,CASTLEFIELD AVE E/B W OF RONALD AVE,Eastbound,W
24471,1,1,CASTLEFIELD AVE W/B E OF RONALD AVE,Westbound,E
24472,1,1,CASTLEFIELD AVE E/B W OF CALEDONIA RD,Eastbound,W
24473,1,1,CASTLEFIELD AVE W/B E OF CALEDONIA RD,Westbound,E
24474,1,1,CASTLEFIELD AVE E/B W OF KINCORT ST,Eastbound,W
24475,1,1,CASTLEFIELD AVE W/B E OF KINCORT ST,Westbound,E
24476,1,1,BEECHBOROUGH AVE E/B E OF KEELE ST,Eastbound,E
24477,1,1,BEECHBOROUGH AVE W/B E OF KEELE ST,Westbound,E
24478,2,1,MARLEE AVE S/B N OF EGLINTON AVE,Southbound,N
24479,1,1,MARLEE AVE N/B S OF ROSELAWN AVE,Northbound,S
24481,1,1,MARLEE AVE S/B N OF ROSELAWN AVE,Southbound,N
24482,1,1,MARLEE AVE N/B S OF RIDELLE AVE,Northbound,S
24484,1,1,MARLEE AVE S/B N OF RIDELLE AVE,Southbound,N
24485,1,1,MARLEE AVE N/B S OF GLENCAIRN AVE,Northbound,S
24486,1,1,MARLEE AVE S/B N OF GLENCAIRN AVE,Southbound,N
24487,1,1,MARLEE AVE N/B S OF LAWRENCE AVE,Northbound,S
24488,1,1,MARLEE AVE S/B S OF LAWRENCE AVE,Southbound,S
24489,1,1,OAKDALE RD N/B N OF SHEPPARD AVE,Northbound,N
24490,1,1,OAKDALE RD S/B N OF SHEPPARD AVE,Southbound,N
24491,1,1,OAKDALE RD N/B S OF EDDYSTONE AVE,Northbound,S
24493,1,1,NORFINCH DR S/B N OF FINCH AVE,Southbound,N
24494,1,1,CALEDONIA PARK RD S/B N OF DAVENPORT RD,Southbound,N
24495,1,1,CALEDONIA PARK RD N/B N OF DAVENPORT RD,Northbound,N
24496,1,1,CALEDONIA RD S/B N OF ST CLAIR AVE W,Southbound,N
24497,1,1,CALEDONIA PARK RD N/B S OF ST CLAIR AVE W,Northbound,S
24498,1,1,CALEDONIA RD S/B N OF ROGERS RD,Southbound,N
24499,1,1,CALEDONIA RD N/B S OF ROGERS RD,Northbound,S
24500,1,1,CALEDONIA RD S/B N OF KITCHENER AVE,Southbound,N
24501,1,1,CALEDONIA RD N/B S OF KITCHENER AVE,Northbound,S
24502,1,1,CALEDONIA RD S/B N OF EGLINTON AVE,Southbound,N
24503,1,1,CALEDONIA RD N/B S OF EGLINTON AVE,Northbound,S
24504,1,1,CALEDONIA RD N/B S OF CASTLEFIELD AVE,Northbound,S
24505,1,1,CALEDONIA RD S/B N OF RAITHERM RD,Southbound,N
24506,1,1,CALEDONIA RD S/B N OF GLENCAIRN AVE,Southbound,N
24507,2,1,CALEDONIA RD N/B S OF LAWRENCE AVE,Northbound,S
24508,1,1,CALEDONIA RD S/B N OF ORFUS RD,Southbound,N
24509,1,1,CALEDONIA RD N/B S OF ORFUS RD,Northbound,S
24510,1,1,CALEDONIA RD S/B N OF CARTWRIGHT AVE,Southbound,N
24511,1,1,CALEDONIA RD N/B S OF BRIDGELAND AVE,Northbound,S
24512,1,1,MORTIMER AVE E/B W OF WOODBINE AVE,Eastbound,W
24514,1,1,LUMSDEN AVE W/B E OF WOODBINE AVE,Westbound,E
24515,1,1,MORTIMER AVE E/B W OF COXWELL AVE,Eastbound,W
24516,1,1,MORTIMER AVE W/B E OF COXWELL AVE,Westbound,E
24517,1,1,MORTIMER AVE E/B W OF GREENWOOD AVE,Eastbound,W
24518,1,1,MORTIMER AVE W/B E OF GREENWOOD AVE,Westbound,E
24519,2,1,MORTIMER AVE E/B W OF DONLANDS RD,Eastbound,W
24520,2,1,MORTIMER AVE W/B E OF DONLANDS RD,Westbound,E
24521,2,1,MORTIMER AVE E/B W OF PAPE AVE,Eastbound,W
24522,1,1,MORTIMER AVE W/B E OF PAPE AVE,Westbound,E
24523,1,1,MORTIMER AVE W/B E OF LOGAN AVE,Westbound,E
24524,1,1,MILNER AVE E/B W OF COLLINS RD,Eastbound,W
24525,1,1,MILNER AVE W/B W OF CONLINS RD,Westbound,W
24526,1,1,MILNER AVE W/B E OF GRAND MARSHALL DR,Westbound,E
24528,1,1,MILNER AVE E/B W OF MORNINGSIDE AVE,Eastbound,W
24529,1,1,MILNER AVE E/B W OF MURISON BLVD,Eastbound,W
24530,1,1,MILNER AVE W/B E OF MURISON BLVD,Westbound,E
24531,1,1,MILNER AVE E/B W OF PROGRESS AVE,Eastbound,W
24532,1,1,MILNER AVE W/B E OF PROGRESS AVE,Westbound,E
24533,1,1,CHANNEL NINE CRT E/B W OF MCCOWAN RD,Eastbound,W
24534,1,1,MCLEVIN AVE E/B W OF SEWELLS RD,Eastbound,W
24535,1,1,MCLEVIN AVE W/B E OF SEWELLS RD,Westbound,E
24536,1,1,MCLEVIN AVE E/B W OF TAPSCOTT RD,Eastbound,W
24537,1,1,MCLEVIN AVE W/B E OF TAPSCOTT RD,Westbound,E
24538,1,1,MCLEVIN AVE W/B E OF MARKHAM RD,Westbound,E
24539,1,1,NUGGET AVE E/B W OF MARKHAM RD,Eastbound,W
24540,1,1,NUGGET AVE W/B E OF MCCOWAN RD,Westbound,E
24541,1,1,NUGGET AVE E/B E OF MCCOWAN RD,Eastbound,E
24542,1,1,COSBURN AVE E/B W OF WOODBINE AVE,Eastbound,W
24543,1,1,COSBURN AVE W/B E OF WOODBINE AVE,Westbound,E
24544,1,1,COSBURN AVE E/B W OF COXWELL AVE,Eastbound,W
24545,1,1,COSBURN AVE W/B E OF COXWELL AVE,Westbound,E
24546,1,1,COSBURN AVE E/B W OF GREENWOOD AVE,Eastbound,W
24547,1,1,COSBURN AVE W/B E OF GREENWOOD AVE,Westbound,E
24548,1,1,COSBURN AVE E/B W OF DONLANDS AVE,Eastbound,W
24549,1,1,COSBURN AVE W/B E OF DONLANDS AVE,Westbound,E
24550,2,1,COSBURN AVE E/B W OF PAPE AVE,Eastbound,W
24551,1,1,COSBURN AVE W/B E OF PAPE AVE,Westbound,E
24552,1,1,COSBURN AVE W/B E OF BROADVIEW AVE,Westbound,E
24553,1,1,CHAMPAGNE DR N/B S OF FINCH AVE W,Northbound,S
24554,1,1,ALNESS ST S/B N OF FINCH AVE W,Southbound,N
24555,1,1,ALNESS ST N/B S OF MARTIN ROSS AVE,Northbound,S
24556,1,1,ALNESS ST S/B N OF MARTIN ROSS AVE,Southbound,N
24557,1,1,ALNESS ST N/B S OF SUPERTEST RD,Northbound,S
24558,1,1,ALNESS ST S/B N OF SUPERTEST RD,Southbound,N
24559,1,1,ALNESS ST N/B S OF MAGNETIC DR,Northbound,S
24560,1,1,ALNESS ST S/B N OF FLINT RD,Southbound,N
24561,1,1,GORDON BAKER RD N/B N OF FINCH AVE E,Northbound,N
24562,1,1,GORDON BAKER RD S/B N OF FINCH AVE E,Southbound,N
24564,1,1,GORDON BAKER RD E/B W OF PHARMACY AVE,Eastbound,W
24565,1,1,CHAPLIN CRES W/B E OF AVENUE RD,Westbound,E
24566,2,1,CHAPLIN CRES N/B S OF EGLINTON AVE W,Northbound,S
24567,1,1,CHAPLIN CRES S/B N OF EGLINTON AVE W,Southbound,N
24568,1,1,CHAPLIN CRES N/B S OF ROSELAWN AVE,Northbound,S
24569,1,1,CHAPLIN CRES S/B N OF ROSELAWN AVE,Southbound,N
24570,1,1,COSBURN AVE E/B E OF BROADVIEW AVE,Eastbound,E
24572,11,1,ALNESS ST S/B N OF STEELES AVE W,Southbound,N
24573,1,1,DUPLEX AVE N/B S OF ANDERSON AVE,Northbound,S
24574,1,1,DUPLEX AVE S/B N OF BERWICK AVE,Southbound,N
24575,1,1,ANDERSON AVE W/B E OF COLIN AVE,Westbound,E
24576,1,1,ANDERSON AVE W/B E OF LASCELLES BLVD,Westbound,E
24577,1,1,ANDERSON AVE E/B W OF COLIN AVE,Eastbound,W
24579,1,1,DUPLEX AVE S/B N OF LOLA RD,Southbound,N
24580,1,1,DUPLEX AVE N/B S OF MANOR RD,Northbound,S
24581,1,1,DUPLEX AVE S/B N OF CHAPLIN CRES,Southbound,N
24582,1,1,DUPLEX AVE N/B S OF IMPERIAL ST,Northbound,S
24583,1,1,ANDERSON AVE E/B W OF LASCELLES BLVD,Eastbound,W
24584,1,1,ANDERSON AVE E/B W OF EASTBOURNE AVE,Eastbound,W
24585,1,1,ANDERSON AVE W/B E OF DUPLEX AVE,Westbound,E
24586,1,1,ANDERSON AVE W/B E OF MAXWELL AVE,Westbound,E
24587,1,1,DUPLEX AVE S/B N OF HILLSDALE AVE W,Southbound,N
24588,1,1,DUPLEX AVE N/B S OF BERWICK AVE,Northbound,S
24589,1,1,DUPLEX AVE N/B S OF DUPLEX CRES,Northbound,S
24590,1,1,DUPLEX AVE S/B N OF ANDERSON AVE,Southbound,N
24591,1,1,DUPLEX AVE S/B N OF GLEBE RD W,Southbound,N
24592,1,1,DUPLEX AVE N/B S OF TRANMER AVE,Northbound,S
24593,1,1,ANDERSON AVE E/B W OF MAXWELL AVE,Eastbound,W
24594,1,1,COCKSFIELD AVE W/B W OF BRYANT ST,Westbound,W
24595,1,1,ROSELAWN AVE E/B W OF DUFFERIN ST,Eastbound,W
24596,1,1,DELORAINE AVE E/B W OF ELM RD,Eastbound,W
24597,1,1,ROSELAWN AVE E/B W OF FAIRBANK AVE,Eastbound,W
24599,1,1,DELORAINE AVE W/B E OF ELM RD,Westbound,E
24600,1,1,OLD ORCHARD GRV E/B E OF AVENUE RD,Eastbound,E
24601,1,1,DELORAINE AVE E/B W OF RIDLEY BLVD,Eastbound,W
24602,1,1,CRANBROOKE AVE W/B E OF BARSE ST,Westbound,E
24603,1,1,CRANBROOKE AVE W/B E OF LEDBURY ST,Westbound,E
24604,1,1,BRAMBLE DR S/B S OF BARRYDALE CRES,Southbound,S
24605,1,1,MILDENHALL RD N/B S OF ROTHMERE DR,Northbound,S
24606,1,1,OVERBROOK PL W/B W OF PANNAHILL RD,Westbound,W
24607,1,1,BARRYDALE CRES W/B W OF BRAMBLE DR,Westbound,W
24608,1,1,TIMES RD N/B S OF LILYWOOD RD,Northbound,S
24609,1,1,THURSFIELD CRES W/B E OF BRENTCLIFFE RD,Westbound,E
24611,1,1,LAUDER AVE N/B S OF ALLENVALE AVE,Northbound,S
24612,6,2,BREMNER BLVD AT NAVY WHARF CRT (PX 2096),,
24613,6,2,BONNIE BRAE BLVD AT SAMMON AVE,,
24614,6,2,GALLEY AVE AT SORAUREN AVE,,
24615,1,1,DYNEVOR RD N/B S OF HUNTER AVE,Northbound,S
24616,1,1,DYNEVOR RD S/B N OF ROWAN AVE,Southbound,N
24617,1,1,EATON AVE N/B S OF SELKIRK ST,Northbound,S
24618,1,1,EATON AVE S/B N OF DANFORTH AVE,Southbound,N
24619,6,2,WANLESS AVE AT YONGE ST,,
24620,6,2,GREENWOOD AVE AT PLAINS RD,,
24621,1,1,KING EDWARD AVE N/B S OF LUMSDEN AVE,Northbound,S
24622,1,1,KING EDWARD AVE S/B N OF BURRELL AVE,Southbound,N
24623,1,1,KING EDWARD AVE N/B S OF BURRELL AVE,Northbound,S
24624,1,1,KING EDWARD AVE S/B N OF GLEDHILL AVE,Southbound,N
24625,1,1,KING EDWARD AVE S/B N OF LUMSDEN AVE,Southbound,N
24626,1,1,KING EDWARD AVE N/B N OF LUMSDEN AVE,Northbound,N
24627,1,1,MCGEE ST N/B S OF GRAHAM PL,Northbound,S
24628,1,1,MCGEE ST S/B N OF EASTERN AVE,Southbound,N
24629,1,1,ROSEHEATH AVE N/B S OF MURDOCK AVE,Northbound,S
24630,1,1,ROSEHEATH AVE S/B N OF STACY ST,Southbound,N
24632,1,1,ROSEHEATH AVE N/B S OF DANFORTH AVE,Northbound,S
24633,1,1,ROSEHEATH AVE S/B S OF DANFORTH AVE,Southbound,S
24635,1,1,ROSEHEATH AVE N/B S OF MERRILL AVE,Northbound,S
24636,1,1,ROSEHEATH AVE S/B N OF COPELAND AVE,Southbound,N
24637,1,1,WINDERMERE AVE S/B N OF ST OLAVES RD,Southbound,N
24639,1,1,WINDERMERE AVE N/B S OF WALLER AVE,Northbound,S
24640,1,1,INDIAN RD CRES S/B N OF ABBOTT AVE,Southbound,N
24641,1,1,INDIAN RD CRES N/B S OF KENNETH AVE,Northbound,S
24643,1,1,INDIAN GROVE S/B N OF GLENLAKE AVE,Southbound,N
24645,1,1,INDIAN GROVE N/B N OF GLENLAKE AVE,Northbound,N
24646,1,1,BEAVER AVE W/B W OD DUFFERIN ST,Westbound,W
24647,1,1,BEAVER AVE E/B W OF DUFFERIN ST,Eastbound,W
24648,1,1,BEAVER AVE W/B E OF LIGHTBOURNE AVE,Westbound,E
24649,1,1,BEAVER AVE E/B E OF LIGHTBOURNE AVE,Eastbound,E
24650,1,1,BEAVER AVE W/B E OF BEAVER TERRACE,Westbound,E
24651,1,1,BEAVER AVE E/B W OF LIGHTBOURNE AVE,Eastbound,W
24652,2,1,BEAVER AVE W/B W OF BEAVER TERRACE,Westbound,W
24653,2,1,BEAVER AVE E/B W OF BEAVER TERRACE,Eastbound,W
24654,1,1,MONARCH PARK AVE N/B S OF SAMMON AVE,Northbound,S
24655,1,1,MONARCH PARK AVE S/B N OF QUEENSDALE AVE,Southbound,N
24657,1,1,MONARCH PARK AVE N/B S OF SPRINGDALE BLVD,Northbound,S
24658,1,1,MONARCH PARK AVE S/B S OF SPRINGDALE BLVD,Southbound,S
24659,1,1,MONARCH PARK AVE N/B S OF GLEBEHOLME BLVD,Northbound,S
24660,1,1,MONARCH PARK BLVD S/B N OF WOLVERLEIGH BLVD,Southbound,N
24661,1,1,MONARCH PARK AVE N/B N OF DANFORTH AVE,Northbound,N
24662,1,1,MONARCH PARK AVE S/B N OF DANFORTH AVE,Southbound,N
24663,1,1,WILTSHIRE AVE S/B N OF DAVENPORT RD,Southbound,N
24664,1,1,WILTSHIRE AVE N/B S OF CONNOLLY ST,Northbound,S
24665,1,1,EATON AVE S/B N OF SELKIRK ST,Southbound,N
24666,6,2,FINCH AVE AT MILADY RD (PX 2333),,
24667,6,2,LANGLEY AVE AT LOGAN AVE,,
24668,1,1,PHARMACY AVE S/B S OF CHESTER LE BLVD S,Southbound,S
24669,1,1,BLAKE ST S/B N OF BOULTBEE AVE,Southbound,N
24670,1,1,BLAKE ST N/B N OF BOULTBEE AVE,Northbound,N
24671,1,1,BLAKE ST S/B S OF # 86 ( APTS),Southbound,S
24672,1,1,BLAKE ST N/B S OF # 86  ( APTS),Northbound,S
24673,2,1,BLAKE ST N/B S OF STRATHCONA AVE,Northbound,S
24674,2,1,BLAKE ST S/B S OF STRATHCONA AVE,Southbound,S
24675,6,2,BUSHELL AVE AT MYRTLE AVE,,
24676,6,2,MARILYN CRES AT ST CLAIR AVE,,
24678,1,1,BOUSTEAD AVE E/B W OF ALHAMBRA AVE,Eastbound,W
24679,1,1,MYRTLE AVE W/B E OF JONES AVE,Westbound,E
